time	V(cmp_out)	V(filt_out)	V(vin_sensor)
1.439994218827440e+00	3.298849e+00	1.309734e+00	1.318351e-01
1.448851361684582e+00	3.299573e+00	1.394143e+00	1.403621e-01
1.457708504541724e+00	3.300085e+00	1.484273e+00	1.494484e-01
1.466565647398866e+00	3.300384e+00	1.580125e+00	1.590940e-01
1.475422790256008e+00	3.300469e+00	1.681698e+00	1.692989e-01
1.484279933113150e+00	3.300341e+00	1.788992e+00	1.800630e-01
1.493137075970292e+00	3.300000e+00	1.902008e+00	1.913865e-01
1.503137075970290e+00	3.300000e+00	2.032203e+00	2.044094e-01
1.513137075970289e+00	3.300000e+00	2.157204e+00	2.168955e-01
1.523137075970288e+00	3.300000e+00	2.277011e+00	2.288449e-01
1.533137075970287e+00	3.300000e+00	2.391624e+00	2.402575e-01
1.543137075970286e+00	3.300000e+00	2.501043e+00	2.511333e-01
1.553137075970285e+00	3.300000e+00	2.605269e+00	2.614723e-01
1.563137075970284e+00	3.300000e+00	2.704300e+00	2.712745e-01
1.572565647398854e+00	3.300000e+00	2.784974e+00	2.792322e-01
1.581994218827425e+00	3.300000e+00	2.852797e+00	2.858988e-01
1.591422790255995e+00	3.300000e+00	2.907768e+00	2.912742e-01
1.600851361684565e+00	3.300000e+00	2.949888e+00	2.953586e-01
1.610279933113136e+00	3.300000e+00	2.979158e+00	2.981518e-01
1.619708504541706e+00	3.300000e+00	2.995575e+00	2.996539e-01
1.629137075970277e+00	3.300000e+00	2.999142e+00	2.998649e-01
1.638851361684561e+00	3.300000e+00	2.985029e+00	2.983041e-01
1.648565647398846e+00	3.300000e+00	2.957842e+00	2.954438e-01
1.658279933113131e+00	3.300000e+00	2.917581e+00	2.912841e-01
1.667994218827415e+00	3.300000e+00	2.864247e+00	2.858248e-01
1.677708504541700e+00	3.300000e+00	2.797840e+00	2.790662e-01
1.687422790255984e+00	3.300000e+00	2.718359e+00	2.710080e-01
1.697137075970269e+00	3.300000e+00	2.625805e+00	2.616504e-01
1.698137075970269e+00	3.300000e+00	2.615956e+00	2.606562e-01
1.707851361684554e+00	3.300000e+00	2.511149e+00	2.500918e-01
1.717565647398838e+00	3.300000e+00	2.402914e+00	2.392015e-01
1.727279933113123e+00	3.300000e+00	2.291249e+00	2.279852e-01
1.736994218827407e+00	3.300000e+00	2.176155e+00	2.164429e-01
1.746708504541692e+00	3.300000e+00	2.057631e+00	2.045747e-01
1.756422790255977e+00	3.300000e+00	1.935678e+00	1.923804e-01
1.766137075970261e+00	3.300000e+00	1.810296e+00	1.798602e-01
1.773851361684546e+00	3.300000e+00	1.714163e+00	1.702757e-01
1.781565647398831e+00	3.300000e+00	1.622730e+00	1.611708e-01
1.789279933113116e+00	3.300000e+00	1.535997e+00	1.525453e-01
1.796994218827401e+00	3.300000e+00	1.453964e+00	1.443994e-01
1.804708504541686e+00	3.300000e+00	1.376631e+00	1.367331e-01
1.812422790255971e+00	3.299999e+00	1.303998e+00	1.295463e-01
1.820137075970256e+00	3.299998e+00	1.236064e+00	1.228390e-01
1.821137075970255e+00	3.284321e+00	1.228017e+00	1.220458e-01
1.821262075970255e+00	3.269668e+00	1.227020e+00	1.219475e-01
1.821512075970255e+00	3.188589e+00	1.225031e+00	1.217515e-01
1.822013075970255e+00	2.213705e+00	1.221068e+00	1.213610e-01
1.822031218827398e+00	2.142605e+00	1.220925e+00	1.213469e-01
1.822049361684541e+00	2.070361e+00	1.220782e+00	1.213328e-01
1.822067504541684e+00	1.996974e+00	1.220639e+00	1.213188e-01
1.822085647398827e+00	1.922443e+00	1.220496e+00	1.213047e-01
1.822103790255970e+00	1.846769e+00	1.220354e+00	1.212906e-01
1.822121933113112e+00	1.769951e+00	1.220211e+00	1.212766e-01
1.822140075970255e+00	1.691990e+00	1.220068e+00	1.212625e-01
1.822154075970255e+00	1.679068e+00	1.219958e+00	1.212517e-01
1.822266075970255e+00	1.667652e+00	1.219078e+00	1.211650e-01
1.823162075970255e+00	1.656996e+00	1.212096e+00	1.204773e-01
1.823666933113113e+00	1.654825e+00	1.208205e+00	1.200942e-01
1.824171790255970e+00	1.652611e+00	1.204347e+00	1.197144e-01
1.824676647398827e+00	1.650353e+00	1.200520e+00	1.193378e-01
1.825181504541684e+00	1.648050e+00	1.196727e+00	1.189645e-01
1.825686361684541e+00	1.645704e+00	1.192965e+00	1.185944e-01
1.826191218827398e+00	1.643313e+00	1.189235e+00	1.182276e-01
1.826696075970255e+00	1.640879e+00	1.185538e+00	1.178640e-01
1.827333075970255e+00	1.632495e+00	1.180921e+00	1.174100e-01
1.827584075970255e+00	1.177455e+00	1.179116e+00	1.172326e-01
1.827629361684541e+00	1.018455e+00	1.178791e+00	1.172007e-01
1.827674647398827e+00	8.735077e-01	1.178467e+00	1.171688e-01
1.827719933113112e+00	7.426119e-01	1.178142e+00	1.171369e-01
1.827765218827398e+00	6.257680e-01	1.177818e+00	1.171051e-01
1.827810504541683e+00	5.229760e-01	1.177495e+00	1.170733e-01
1.827855790255969e+00	4.342360e-01	1.177171e+00	1.170415e-01
1.827901075970255e+00	3.595478e-01	1.176848e+00	1.170097e-01
1.827965075970255e+00	2.730355e-01	1.176391e+00	1.169649e-01
1.828093075970255e+00	1.545600e-01	1.175480e+00	1.168753e-01
1.828349075970255e+00	4.763056e-02	1.173664e+00	1.166969e-01
1.828861075970255e+00	4.361382e-03	1.170059e+00	1.163427e-01
1.829861075970255e+00	4.264927e-05	1.163115e+00	1.156609e-01
1.830861075970255e+00	4.548969e-07	1.156304e+00	1.149924e-01
1.840003933113111e+00	2.506646e-07	1.099532e+00	1.094391e-01
1.849146790255967e+00	9.284796e-08	1.055583e+00	1.051705e-01
1.858289647398823e+00	-1.855300e-08	1.024455e+00	1.021866e-01
1.867432504541679e+00	-8.353827e-08	1.006149e+00	1.004875e-01
1.876575361684536e+00	-1.021079e-07	1.000665e+00	1.000731e-01
1.885718218827392e+00	-7.426178e-08	1.008004e+00	1.009434e-01
1.894861075970248e+00	0.000000e+00	1.028164e+00	1.030984e-01
1.898575361684533e+00	-2.183755e-09	1.040301e+00	1.043661e-01
1.902289647398818e+00	-3.000626e-09	1.054439e+00	1.058328e-01
1.906003933113104e+00	-2.450613e-09	1.070577e+00	1.074986e-01
1.909718218827389e+00	-5.337154e-10	1.088715e+00	1.093633e-01
1.913432504541674e+00	2.750066e-09	1.108854e+00	1.114272e-01
1.917146790255960e+00	7.400732e-09	1.130994e+00	1.136900e-01
1.920861075970245e+00	1.341828e-08	1.155134e+00	1.161519e-01
1.921861075970245e+00	1.924833e-05	1.161922e+00	1.168433e-01
1.922861075970245e+00	1.939879e-03	1.168842e+00	1.175478e-01
1.923861075970245e+00	2.006424e-01	1.175894e+00	1.182654e-01
1.923986075970245e+00	3.464448e-01	1.176785e+00	1.183560e-01
1.924237075970245e+00	9.224256e-01	1.178580e+00	1.185385e-01
1.924263075970245e+00	1.008432e+00	1.178766e+00	1.185575e-01
1.924289075970244e+00	1.097428e+00	1.178952e+00	1.185764e-01
1.924315075970245e+00	1.189415e+00	1.179139e+00	1.185954e-01
1.924341075970245e+00	1.284393e+00	1.179326e+00	1.186144e-01
1.924367075970245e+00	1.382360e+00	1.179512e+00	1.186334e-01
1.924393075970245e+00	1.483319e+00	1.179699e+00	1.186524e-01
1.924419075970245e+00	1.587267e+00	1.179886e+00	1.186714e-01
1.924435075970245e+00	1.618245e+00	1.180001e+00	1.186831e-01
1.924531075970245e+00	1.630444e+00	1.180692e+00	1.187533e-01
1.925427075970245e+00	1.642429e+00	1.187198e+00	1.194149e-01
1.926022933113102e+00	1.644095e+00	1.191582e+00	1.198606e-01
1.926618790255959e+00	1.646353e+00	1.196011e+00	1.203107e-01
1.927214647398816e+00	1.649203e+00	1.200485e+00	1.207653e-01
1.927810504541673e+00	1.652644e+00	1.205004e+00	1.212242e-01
1.928406361684530e+00	1.656678e+00	1.209568e+00	1.216876e-01
1.929002218827387e+00	1.661303e+00	1.214176e+00	1.221555e-01
1.929598075970244e+00	1.666521e+00	1.218829e+00	1.226277e-01
1.929849075970244e+00	2.080858e+00	1.220802e+00	1.228279e-01
1.929903504541673e+00	2.290490e+00	1.221231e+00	1.228714e-01
1.929957933113102e+00	2.476820e+00	1.221660e+00	1.229150e-01
1.930012361684530e+00	2.639846e+00	1.222089e+00	1.229586e-01
1.930066790255959e+00	2.779570e+00	1.222519e+00	1.230022e-01
1.930121218827387e+00	2.895991e+00	1.222949e+00	1.230459e-01
1.930175647398816e+00	2.989109e+00	1.223380e+00	1.230896e-01
1.930230075970244e+00	3.058924e+00	1.223811e+00	1.231333e-01
1.930358075970244e+00	3.172889e+00	1.224826e+00	1.232363e-01
1.930614075970244e+00	3.266324e+00	1.226862e+00	1.234428e-01
1.931126075970244e+00	3.297784e+00	1.230958e+00	1.238584e-01
1.939983218827386e+00	3.298779e+00	1.309634e+00	1.318250e-01
1.948840361684528e+00	3.299548e+00	1.394033e+00	1.403510e-01
1.957697504541670e+00	3.300090e+00	1.484154e+00	1.494365e-01
1.966554647398812e+00	3.300407e+00	1.579999e+00	1.590814e-01
1.975411790255954e+00	3.300497e+00	1.681567e+00	1.692857e-01
1.984268933113096e+00	3.300362e+00	1.788857e+00	1.800495e-01
1.993126075970238e+00	3.300000e+00	1.901871e+00	1.913727e-01
2.003126075970237e+00	3.300000e+00	2.032065e+00	2.043956e-01
2.013126075970236e+00	3.300000e+00	2.157068e+00	2.168819e-01
2.023126075970235e+00	3.300000e+00	2.276878e+00	2.288317e-01
2.033126075970233e+00	3.300000e+00	2.391497e+00	2.402448e-01
2.043126075970232e+00	3.300000e+00	2.500924e+00	2.511214e-01
2.053126075970231e+00	3.300000e+00	2.605159e+00	2.614614e-01
2.063126075970230e+00	3.300000e+00	2.704202e+00	2.712648e-01
2.072554647398801e+00	3.300000e+00	2.784888e+00	2.792238e-01
2.081983218827371e+00	3.300000e+00	2.852725e+00	2.858917e-01
2.091411790255941e+00	3.300000e+00	2.907710e+00	2.912686e-01
2.100840361684511e+00	3.300000e+00	2.949845e+00	2.953544e-01
2.110268933113082e+00	3.300000e+00	2.979130e+00	2.981492e-01
2.119697504541652e+00	3.300000e+00	2.995564e+00	2.996529e-01
2.129126075970223e+00	3.300000e+00	2.999147e+00	2.998656e-01
2.138840361684507e+00	3.300000e+00	2.985051e+00	2.983065e-01
2.148554647398792e+00	3.300000e+00	2.957881e+00	2.954479e-01
2.158268933113077e+00	3.300000e+00	2.917636e+00	2.912897e-01
2.167983218827362e+00	3.300000e+00	2.864317e+00	2.858319e-01
2.177697504541646e+00	3.300000e+00	2.797923e+00	2.790746e-01
2.187411790255931e+00	3.300000e+00	2.718455e+00	2.710178e-01
2.197126075970215e+00	3.300000e+00	2.625913e+00	2.616613e-01
2.206840361684500e+00	3.300000e+00	2.522010e+00	2.511857e-01
2.216554647398785e+00	3.300000e+00	2.414497e+00	2.403660e-01
2.226268933113069e+00	3.300000e+00	2.303375e+00	2.292022e-01
2.235983218827354e+00	3.300000e+00	2.188642e+00	2.176944e-01
2.245697504541639e+00	3.300000e+00	2.070299e+00	2.058424e-01
2.255411790255923e+00	3.300000e+00	1.948346e+00	1.936464e-01
2.265126075970208e+00	3.300000e+00	1.822784e+00	1.811063e-01
2.272983218827350e+00	3.300000e+00	1.724519e+00	1.713078e-01
2.280840361684492e+00	3.300000e+00	1.631075e+00	1.620013e-01
2.288697504541634e+00	3.300000e+00	1.542450e+00	1.531867e-01
2.296554647398776e+00	3.300000e+00	1.458646e+00	1.448640e-01
2.304411790255918e+00	3.300000e+00	1.379662e+00	1.370333e-01
2.312268933113060e+00	3.299999e+00	1.305498e+00	1.296946e-01
2.320126075970202e+00	3.299998e+00	1.236153e+00	1.228478e-01
2.321126075970202e+00	3.285209e+00	1.228105e+00	1.220544e-01
2.321251075970202e+00	3.271376e+00	1.227108e+00	1.219561e-01
2.321501075970202e+00	3.194691e+00	1.225119e+00	1.217601e-01
2.322004075970202e+00	2.247886e+00	1.221139e+00	1.213680e-01
2.322022790255916e+00	2.175858e+00	1.220991e+00	1.213535e-01
2.322041504541630e+00	2.102182e+00	1.220844e+00	1.213389e-01
2.322060218827345e+00	2.026857e+00	1.220697e+00	1.213244e-01
2.322078933113059e+00	1.949885e+00	1.220549e+00	1.213099e-01
2.322097647398774e+00	1.871264e+00	1.220402e+00	1.212954e-01
2.322116361684488e+00	1.790995e+00	1.220255e+00	1.212809e-01
2.322135075970202e+00	1.709078e+00	1.220107e+00	1.212664e-01
2.322143075970202e+00	1.686736e+00	1.220044e+00	1.212602e-01
2.322159075970202e+00	1.676749e+00	1.219919e+00	1.212478e-01
2.322383075970202e+00	1.664059e+00	1.218161e+00	1.210746e-01
2.323151075970202e+00	1.657063e+00	1.212181e+00	1.204857e-01
2.323655933113059e+00	1.654877e+00	1.208289e+00	1.201025e-01
2.324160790255916e+00	1.652653e+00	1.204430e+00	1.197226e-01
2.324665647398773e+00	1.650390e+00	1.200603e+00	1.193460e-01
2.325170504541630e+00	1.648090e+00	1.196809e+00	1.189726e-01
2.325675361684487e+00	1.645752e+00	1.193046e+00	1.186024e-01
2.326180218827345e+00	1.643376e+00	1.189316e+00	1.182355e-01
2.326685075970202e+00	1.640962e+00	1.185618e+00	1.178719e-01
2.327322075970202e+00	1.632792e+00	1.181001e+00	1.174178e-01
2.327573075970202e+00	1.217603e+00	1.179195e+00	1.172404e-01
2.327618361684487e+00	1.055327e+00	1.178870e+00	1.172084e-01
2.327663647398773e+00	9.070975e-01	1.178545e+00	1.171765e-01
2.327708933113059e+00	7.729154e-01	1.178221e+00	1.171447e-01
2.327754218827345e+00	6.527802e-01	1.177897e+00	1.171128e-01
2.327799504541630e+00	5.466921e-01	1.177573e+00	1.170810e-01
2.327844790255916e+00	4.546509e-01	1.177250e+00	1.170492e-01
2.327890075970202e+00	3.766568e-01	1.176926e+00	1.170174e-01
2.327954075970202e+00	2.864129e-01	1.176470e+00	1.169726e-01
2.328082075970202e+00	1.624253e-01	1.175559e+00	1.168830e-01
2.328338075970202e+00	5.012907e-02	1.173742e+00	1.167046e-01
2.328850075970202e+00	4.591117e-03	1.170136e+00	1.163503e-01
2.329850075970202e+00	4.485559e-05	1.163191e+00	1.156683e-01
2.330850075970202e+00	4.779646e-07	1.156379e+00	1.149996e-01
2.339992933113058e+00	2.633758e-07	1.099592e+00	1.094449e-01
2.349135790255914e+00	9.755629e-08	1.055628e+00	1.051749e-01
2.358278647398770e+00	-1.949378e-08	1.024485e+00	1.021895e-01
2.367421504541626e+00	-8.777444e-08	1.006164e+00	1.004888e-01
2.376564361684482e+00	-1.072857e-07	1.000665e+00	1.000729e-01
2.385707218827338e+00	-7.802755e-08	1.007987e+00	1.009416e-01
2.394850075970195e+00	0.000000e+00	1.028132e+00	1.030950e-01
2.398564361684480e+00	-2.080404e-09	1.040262e+00	1.043621e-01
2.402278647398765e+00	-2.858614e-09	1.054394e+00	1.058282e-01
2.405992933113050e+00	-2.334631e-09	1.070526e+00	1.074933e-01
2.409707218827336e+00	-5.084545e-10	1.088658e+00	1.093575e-01
2.413421504541621e+00	2.619915e-09	1.108792e+00	1.114208e-01
2.417135790255907e+00	7.050478e-09	1.130926e+00	1.136831e-01
2.420850075970192e+00	1.278323e-08	1.155060e+00	1.161444e-01
2.421850075970192e+00	1.830483e-05	1.161847e+00	1.168356e-01
2.422850075970191e+00	1.843063e-03	1.168765e+00	1.175400e-01
2.423850075970191e+00	1.910311e-01	1.175816e+00	1.182574e-01
2.423975075970191e+00	3.305586e-01	1.176707e+00	1.183480e-01
2.424226075970191e+00	8.879139e-01	1.178501e+00	1.185305e-01
2.424252075970192e+00	9.719168e-01	1.178687e+00	1.185494e-01
2.424278075970191e+00	1.059155e+00	1.178874e+00	1.185684e-01
2.424304075970191e+00	1.149629e+00	1.179060e+00	1.185874e-01
2.424330075970191e+00	1.243338e+00	1.179247e+00	1.186063e-01
2.424356075970191e+00	1.340283e+00	1.179433e+00	1.186253e-01
2.424382075970191e+00	1.440463e+00	1.179620e+00	1.186443e-01
2.424408075970191e+00	1.543878e+00	1.179807e+00	1.186633e-01
2.424424075970191e+00	1.604772e+00	1.179922e+00	1.186750e-01
2.424436075970191e+00	1.618744e+00	1.180008e+00	1.186838e-01
2.424484075970191e+00	1.628793e+00	1.180354e+00	1.187189e-01
2.424932075970191e+00	1.638483e+00	1.183591e+00	1.190482e-01
2.425444075970191e+00	1.642534e+00	1.187322e+00	1.194276e-01
2.426039933113048e+00	1.644124e+00	1.191708e+00	1.198734e-01
2.426635790255905e+00	1.646348e+00	1.196138e+00	1.203236e-01
2.427231647398763e+00	1.649205e+00	1.200614e+00	1.207783e-01
2.427827504541620e+00	1.652696e+00	1.205134e+00	1.212374e-01
2.428423361684477e+00	1.656820e+00	1.209699e+00	1.217009e-01
2.429019218827334e+00	1.661578e+00	1.214308e+00	1.221689e-01
2.429615075970191e+00	1.666969e+00	1.218963e+00	1.226413e-01
2.429868075970191e+00	2.156514e+00	1.220952e+00	1.228431e-01
2.429922218827334e+00	2.356265e+00	1.221378e+00	1.228864e-01
2.429976361684477e+00	2.533323e+00	1.221805e+00	1.229297e-01
2.430030504541620e+00	2.687689e+00	1.222233e+00	1.229731e-01
2.430084647398763e+00	2.819364e+00	1.222660e+00	1.230165e-01
2.430138790255906e+00	2.928347e+00	1.223088e+00	1.230600e-01
2.430192933113048e+00	3.014637e+00	1.223517e+00	1.231034e-01
2.430247075970191e+00	3.078236e+00	1.223946e+00	1.231470e-01
2.430375075970191e+00	3.183440e+00	1.224961e+00	1.232500e-01
2.430631075970191e+00	3.269206e+00	1.226997e+00	1.234566e-01
2.431143075970191e+00	3.297977e+00	1.231094e+00	1.238722e-01
2.440000218827333e+00	3.298885e+00	1.309788e+00	1.318406e-01
2.448857361684475e+00	3.299587e+00	1.394203e+00	1.403681e-01
2.457714504541617e+00	3.300082e+00	1.484337e+00	1.494549e-01
2.466571647398759e+00	3.300371e+00	1.580193e+00	1.591009e-01
2.475428790255901e+00	3.300454e+00	1.681769e+00	1.693061e-01
2.484285933113042e+00	3.300330e+00	1.789066e+00	1.800704e-01
2.493143075970184e+00	3.300000e+00	1.902083e+00	1.913940e-01
2.505143075970183e+00	3.300000e+00	2.052690e+00	2.064585e-01
2.515571647398753e+00	3.300000e+00	2.187713e+00	2.199393e-01
2.526000218827324e+00	3.300000e+00	2.314500e+00	2.325790e-01
2.536428790255894e+00	3.300000e+00	2.433049e+00	2.443775e-01
2.546857361684464e+00	3.300000e+00	2.543361e+00	2.553348e-01
2.557285933113034e+00	3.300000e+00	2.645437e+00	2.654509e-01
2.567714504541605e+00	3.300000e+00	2.739274e+00	2.747258e-01
2.578143075970175e+00	3.300000e+00	2.824875e+00	2.831596e-01
2.587143075970174e+00	3.300000e+00	2.884300e+00	2.889826e-01
2.596143075970173e+00	3.300000e+00	2.931387e+00	2.935689e-01
2.605143075970172e+00	3.300000e+00	2.966138e+00	2.969184e-01
2.614143075970171e+00	3.300000e+00	2.988551e+00	2.990313e-01
2.623143075970170e+00	3.300000e+00	2.998628e+00	2.999074e-01
2.632143075970169e+00	3.300000e+00	2.996368e+00	2.995468e-01
2.641143075970168e+00	3.300000e+00	2.981771e+00	2.979494e-01
2.651428790255881e+00	3.300000e+00	2.946180e+00	2.942362e-01
2.661714504541594e+00	3.300000e+00	2.897481e+00	2.892240e-01
2.672000218827308e+00	3.300000e+00	2.835675e+00	2.829128e-01
2.682285933113020e+00	3.300000e+00	2.760762e+00	2.753025e-01
2.692571647398734e+00	3.300000e+00	2.672741e+00	2.663932e-01
2.702857361684447e+00	3.300000e+00	2.571612e+00	2.561849e-01
2.713143075970160e+00	3.300000e+00	2.457376e+00	2.446775e-01
2.722428790255873e+00	3.300000e+00	2.346841e+00	2.335675e-01
2.731714504541586e+00	3.300000e+00	2.235414e+00	2.223841e-01
2.741000218827300e+00	3.300000e+00	2.123094e+00	2.111273e-01
2.750285933113013e+00	3.300000e+00	2.009882e+00	1.997972e-01
2.759571647398726e+00	3.300000e+00	1.895776e+00	1.883938e-01
2.768857361684439e+00	3.300000e+00	1.780779e+00	1.769171e-01
2.778143075970153e+00	3.300000e+00	1.664888e+00	1.653670e-01
2.784143075970152e+00	3.300000e+00	1.593976e+00	1.583099e-01
2.790143075970152e+00	3.300000e+00	1.526279e+00	1.515798e-01
2.796143075970151e+00	3.300000e+00	1.461797e+00	1.451766e-01
2.802143075970150e+00	3.300000e+00	1.400530e+00	1.391005e-01
2.808143075970150e+00	3.299999e+00	1.342477e+00	1.333514e-01
2.814143075970149e+00	3.299999e+00	1.287639e+00	1.279293e-01
2.820143075970148e+00	3.299998e+00	1.236016e+00	1.228342e-01
2.821143075970148e+00	3.283814e+00	1.227969e+00	1.220410e-01
2.821268075970148e+00	3.268695e+00	1.226973e+00	1.219428e-01
2.821518075970148e+00	3.185119e+00	1.224984e+00	1.217468e-01
2.822019075970148e+00	2.190617e+00	1.221021e+00	1.213563e-01
2.822145075970148e+00	1.683754e+00	1.220029e+00	1.212586e-01
2.822181504541577e+00	1.676405e+00	1.219742e+00	1.212304e-01
2.822217933113005e+00	1.670560e+00	1.219456e+00	1.212022e-01
2.822254361684434e+00	1.666218e+00	1.219170e+00	1.211741e-01
2.822290790255863e+00	1.663380e+00	1.218884e+00	1.211459e-01
2.822327218827291e+00	1.662045e+00	1.218599e+00	1.211178e-01
2.822363647398720e+00	1.662214e+00	1.218313e+00	1.210896e-01
2.822400075970148e+00	1.663886e+00	1.218028e+00	1.210615e-01
2.823168075970148e+00	1.656959e+00	1.212049e+00	1.204727e-01
2.823672933113005e+00	1.654798e+00	1.208159e+00	1.200897e-01
2.824177790255863e+00	1.652589e+00	1.204301e+00	1.197099e-01
2.824682647398720e+00	1.650332e+00	1.200475e+00	1.193333e-01
2.825187504541577e+00	1.648028e+00	1.196682e+00	1.189601e-01
2.825692361684434e+00	1.645677e+00	1.192920e+00	1.185900e-01
2.826197218827291e+00	1.643279e+00	1.189191e+00	1.182232e-01
2.826702075970148e+00	1.640833e+00	1.185494e+00	1.178597e-01
2.827339075970148e+00	1.632327e+00	1.180878e+00	1.174058e-01
2.827590075970148e+00	1.155810e+00	1.179073e+00	1.172284e-01
2.827635361684434e+00	9.986478e-01	1.178748e+00	1.171965e-01
2.827680647398719e+00	8.555252e-01	1.178424e+00	1.171646e-01
2.827725933113005e+00	7.264423e-01	1.178099e+00	1.171327e-01
2.827771218827291e+00	6.113991e-01	1.177775e+00	1.171008e-01
2.827816504541577e+00	5.103955e-01	1.177452e+00	1.170690e-01
2.827861790255862e+00	4.234316e-01	1.177128e+00	1.170373e-01
2.827907075970148e+00	3.505073e-01	1.176805e+00	1.170055e-01
2.827971075970148e+00	2.659817e-01	1.176349e+00	1.169607e-01
2.828099075970148e+00	1.504245e-01	1.175438e+00	1.168711e-01
2.828355075970148e+00	4.632008e-02	1.173622e+00	1.166928e-01
2.828867075970148e+00	4.240968e-03	1.170017e+00	1.163386e-01
2.829867075970148e+00	4.149209e-05	1.163074e+00	1.156568e-01
2.830867075970148e+00	4.427893e-07	1.156264e+00	1.149884e-01
2.840009933113004e+00	2.439929e-07	1.099500e+00	1.094359e-01
2.849152790255860e+00	9.037669e-08	1.055558e+00	1.051681e-01
2.858295647398716e+00	-1.805921e-08	1.024438e+00	1.021851e-01
2.867438504541572e+00	-8.131482e-08	1.006141e+00	1.004868e-01
2.876581361684428e+00	-9.939016e-08	1.000666e+00	1.000732e-01
2.885724218827285e+00	-7.228522e-08	1.008013e+00	1.009444e-01
2.894867075970141e+00	0.000000e+00	1.028182e+00	1.031003e-01
2.898581361684426e+00	-2.242287e-09	1.040322e+00	1.043683e-01
2.902295647398712e+00	-3.081053e-09	1.054463e+00	1.058353e-01
2.906009933112997e+00	-2.516298e-09	1.070605e+00	1.075014e-01
2.909724218827282e+00	-5.480217e-10	1.088746e+00	1.093665e-01
2.913438504541567e+00	2.823775e-09	1.108889e+00	1.114307e-01
2.917152790255853e+00	7.599093e-09	1.131031e+00	1.136938e-01
2.920867075970138e+00	1.377793e-08	1.155174e+00	1.161560e-01
2.921867075970138e+00	1.978340e-05	1.161963e+00	1.168475e-01
2.922867075970138e+00	1.994822e-03	1.168884e+00	1.175521e-01
2.923867075970138e+00	2.060747e-01	1.175937e+00	1.182697e-01
2.923992075970138e+00	3.553927e-01	1.176828e+00	1.183603e-01
2.924243075970138e+00	9.415954e-01	1.178623e+00	1.185429e-01
2.924267933112995e+00	1.024743e+00	1.178801e+00	1.185610e-01
2.924292790255852e+00	1.110503e+00	1.178979e+00	1.185791e-01
2.924317647398709e+00	1.198877e+00	1.179157e+00	1.185973e-01
2.924342504541567e+00	1.289864e+00	1.179336e+00	1.186154e-01
2.924367361684423e+00	1.383465e+00	1.179514e+00	1.186336e-01
2.924392218827281e+00	1.479678e+00	1.179693e+00	1.186517e-01
2.924417075970138e+00	1.578506e+00	1.179872e+00	1.186699e-01
2.924425075970138e+00	1.607735e+00	1.179929e+00	1.186758e-01
2.924441075970138e+00	1.621659e+00	1.180044e+00	1.186875e-01
2.924665075970138e+00	1.635996e+00	1.181658e+00	1.188516e-01
2.925433075970138e+00	1.642465e+00	1.187242e+00	1.194194e-01
2.926028933112995e+00	1.644106e+00	1.191627e+00	1.198651e-01
2.926624790255852e+00	1.646352e+00	1.196056e+00	1.203153e-01
2.927220647398709e+00	1.649204e+00	1.200531e+00	1.207699e-01
2.927816504541566e+00	1.652663e+00	1.205050e+00	1.212289e-01
2.928412361684424e+00	1.656728e+00	1.209614e+00	1.216923e-01
2.929008218827280e+00	1.661398e+00	1.214223e+00	1.221602e-01
2.929604075970138e+00	1.666676e+00	1.218876e+00	1.226325e-01
2.929855075970138e+00	2.104974e+00	1.220849e+00	1.228327e-01
2.929909504541566e+00	2.311819e+00	1.221278e+00	1.228762e-01
2.929963933112995e+00	2.495475e+00	1.221707e+00	1.229198e-01
2.930018361684423e+00	2.655941e+00	1.222137e+00	1.229634e-01
2.930072790255852e+00	2.793217e+00	1.222567e+00	1.230070e-01
2.930127218827280e+00	2.907304e+00	1.222997e+00	1.230507e-01
2.930181647398709e+00	2.998202e+00	1.223428e+00	1.230944e-01
2.930236075970138e+00	3.065910e+00	1.223859e+00	1.231381e-01
2.930364075970138e+00	3.176714e+00	1.224874e+00	1.232411e-01
2.930620075970138e+00	3.267370e+00	1.226910e+00	1.234477e-01
2.931132075970138e+00	3.297854e+00	1.231006e+00	1.238633e-01
2.939989218827280e+00	3.298817e+00	1.309688e+00	1.318305e-01
2.948846361684421e+00	3.299562e+00	1.394093e+00	1.403571e-01
2.957703504541563e+00	3.300087e+00	1.484219e+00	1.494430e-01
2.966560647398705e+00	3.300394e+00	1.580067e+00	1.590883e-01
2.975417790255847e+00	3.300481e+00	1.681638e+00	1.692929e-01
2.984274933112989e+00	3.300350e+00	1.788931e+00	1.800569e-01
2.993132075970131e+00	3.300000e+00	1.901946e+00	1.913802e-01
3.003132075970130e+00	3.300000e+00	2.032140e+00	2.044031e-01
3.013132075970129e+00	3.300000e+00	2.157142e+00	2.168894e-01
3.023132075970127e+00	3.300000e+00	2.276951e+00	2.288389e-01
3.033132075970126e+00	3.300000e+00	2.391566e+00	2.402517e-01
3.043132075970125e+00	3.300000e+00	2.500989e+00	2.511279e-01
3.053132075970124e+00	3.300000e+00	2.605219e+00	2.614673e-01
3.063132075970123e+00	3.300000e+00	2.704255e+00	2.712701e-01
3.072560647398694e+00	3.300000e+00	2.784935e+00	2.792284e-01
3.081989218827264e+00	3.300000e+00	2.852764e+00	2.858956e-01
3.091417790255834e+00	3.300000e+00	2.907742e+00	2.912717e-01
3.100846361684404e+00	3.300000e+00	2.949869e+00	2.953567e-01
